idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,ano_matricula,mes_matricula,imc,pgc_inicial,pgc_final,evolucao_pgc,evolucao_pgc_percentual
54,M,3.0,Yoga,117.4,352.2,144.04,Sim,36.5,11.2,2023-09-08,Ativa,2023,9,,36.5,11.2,-25.3,-69.31506849315069
21,M,1.0,Yoga,62.9,62.9,290.53,Não,27.9,17.0,2023-02-16,Ativa,2023,2,,27.9,17.0,-10.899999999999999,-39.06810035842294
48,M,2.0,Natação,84.0,168.0,131.05,Sim,14.9,28.7,2022-06-25,Ativa,2022,6,,14.9,28.7,13.799999999999999,92.61744966442951
63,F,1.0,Crossfit,104.4,104.4,146.11,Não,30.4,39.3,2021-12-31,Ativa,2021,12,,30.4,39.3,8.899999999999999,29.276315789473685
18,M,6.0,Musculação,28.5,171.0,141.0,Sim,39.2,32.0,2020-01-19,Ativa,2020,1,,39.2,32.0,-7.200000000000003,-18.367346938775515
39,F,7.0,Cardio,99.1,693.7,87.44,Sim,33.2,34.9,2023-02-26,Ativa,2023,2,,33.2,34.9,1.6999999999999957,5.12048192771083
45,M,,Yoga,48.7,,281.39,Não,22.4,17.3,2021-05-04,Sedentária,2021,5,,22.4,17.3,-5.099999999999998,-22.767857142857135
25,M,7.0,Cardio,32.0,224.0,219.93,Não,33.3,10.8,2022-08-16,Ativa,2022,8,,33.3,10.8,-22.499999999999996,-67.56756756756756
23,M,5.0,Musculação,105.9,529.5,146.03,Sim,14.1,36.7,2022-12-15,Ativa,2022,12,,14.1,36.7,22.6,160.2836879432624
56,M,3.0,Musculação,38.6,115.8,130.51,Não,25.4,39.4,2023-08-28,Ativa,2023,8,,25.4,39.4,14.0,55.118110236220474
63,M,3.0,Crossfit,49.8,149.4,278.02,Sim,24.0,20.8,2020-04-02,Ativa,2020,4,,24.0,20.8,-3.1999999999999993,-13.33333333333333
23,M,7.0,Natação,70.1,490.7,130.71,Sim,34.1,11.7,2021-03-30,Ativa,2021,3,,34.1,11.7,-22.400000000000002,-65.68914956011731
20,M,7.0,Cardio,98.2,687.4,80.46,Sim,20.1,32.4,2025-01-27,Ativa,2025,1,,20.1,32.4,12.299999999999997,61.19402985074625
64,M,5.0,Cardio,36.4,182.0,235.15,Sim,30.3,20.9,2022-04-03,Ativa,2022,4,,30.3,20.9,-9.400000000000002,-31.02310231023103
23,F,2.0,Crossfit,101.9,203.8,224.59,Não,20.6,13.5,2021-02-08,Ativa,2021,2,,20.6,13.5,-7.100000000000001,-34.466019417475735
31,M,5.0,Crossfit,32.2,161.0,84.23,Sim,33.7,22.4,2025-06-04,Ativa,2025,6,,33.7,22.4,-11.300000000000004,-33.53115727002968
51,M,2.0,Futebol,31.1,62.2,269.84,Sim,34.7,30.8,2021-03-05,Ativa,2021,3,,34.7,30.8,-3.900000000000002,-11.239193083573493
47,F,1.0,Crossfit,29.5,29.5,265.65,Não,24.7,13.2,2024-01-02,Ativa,2024,1,,24.7,13.2,-11.5,-46.558704453441294
19,F,3.0,Musculação,57.4,172.2,147.47,Não,32.8,36.1,2020-09-06,Ativa,2020,9,,32.8,36.1,3.3000000000000043,10.060975609756111
24,M,6.0,Crossfit,57.4,344.4,250.42,Sim,39.7,10.1,2022-06-02,Ativa,2022,6,,39.7,10.1,-29.6,-74.55919395465995
44,M,2.0,Crossfit,99.4,198.8,159.3,Não,36.1,36.1,2022-06-08,Ativa,2022,6,,36.1,36.1,0.0,0.0
46,F,2.0,Cardio,,,87.18,Sim,23.1,33.1,2021-12-22,Ativa,2021,12,,23.1,33.1,10.0,43.290043290043286
54,M,1.0,Musculação,65.2,65.2,186.86,Sim,10.8,31.5,2025-04-11,Ativa,2025,4,,10.8,31.5,20.7,191.66666666666666
41,F,5.0,Futebol,41.9,209.5,241.15,Não,16.0,13.7,2022-01-16,Ativa,2022,1,,16.0,13.7,-2.3000000000000007,-14.375000000000004
64,M,4.0,Musculação,29.1,116.4,107.78,Não,39.2,39.1,2020-04-05,Ativa,2020,4,,39.2,39.1,-0.10000000000000142,-0.25510204081633014
53,M,7.0,Cardio,41.5,290.5,202.95,Não,25.2,27.8,2025-05-28,Ativa,2025,5,,25.2,27.8,2.6000000000000014,10.317460317460323
29,F,3.0,Musculação,22.9,68.7,243.65,Sim,21.6,12.6,2025-03-03,Ativa,2025,3,,21.6,12.6,-9.000000000000002,-41.66666666666667
21,M,3.0,Musculação,88.2,264.6,89.44,Sim,30.4,38.2,2025-08-17,Ativa,2025,8,,30.4,38.2,7.800000000000004,25.657894736842117
49,F,3.0,Yoga,61.6,184.8,184.45,Sim,10.8,36.1,2021-10-13,Ativa,2021,10,,10.8,36.1,25.3,234.25925925925927
61,F,5.0,Cardio,96.2,481.0,127.75,Sim,15.0,26.1,2023-10-25,Ativa,2023,10,,15.0,26.1,11.100000000000001,74.00000000000001
42,M,5.0,Yoga,79.0,395.0,294.89,Sim,38.8,37.9,2022-11-30,Ativa,2022,11,,38.8,37.9,-0.8999999999999986,-2.319587628865976
58,M,1.0,Futebol,86.8,86.8,195.43,Sim,29.3,37.3,2025-01-01,Ativa,2025,1,,29.3,37.3,7.9999999999999964,27.303754266211595
35,M,5.0,Musculação,108.4,542.0,127.05,Não,37.9,39.0,2021-06-16,Ativa,2021,6,,37.9,39.0,1.1000000000000014,2.9023746701847
40,F,,Yoga,92.9,,57.29,Sim,37.6,20.1,2021-03-31,Sedentária,2021,3,,37.6,20.1,-17.5,-46.54255319148936
47,F,1.0,Futebol,63.8,63.8,291.25,Não,34.7,31.2,2020-10-15,Ativa,2020,10,,34.7,31.2,-3.5000000000000036,-10.086455331412113
50,F,4.0,Musculação,32.4,129.6,211.82,Sim,12.7,31.2,2020-05-05,Ativa,2020,5,,12.7,31.2,18.5,145.6692913385827
30,F,5.0,Crossfit,119.8,599.0,115.92,Não,26.2,38.0,2024-12-25,Ativa,2024,12,,26.2,38.0,11.8,45.0381679389313
50,M,0.0,Musculação,113.9,0.0,236.8,Sim,28.9,34.7,2020-07-02,Sedentária,2020,7,,28.9,34.7,5.800000000000004,20.06920415224915
55,M,1.0,Yoga,41.9,41.9,128.05,Sim,28.4,35.2,2023-12-10,Ativa,2023,12,,28.4,35.2,6.800000000000004,23.943661971831002
26,M,6.0,Crossfit,54.4,326.4,208.25,Sim,19.5,38.6,2023-02-04,Ativa,2023,2,,19.5,38.6,19.1,97.94871794871796
60,F,3.0,Futebol,78.8,236.4,136.65,Não,23.4,38.6,2024-10-15,Ativa,2024,10,,23.4,38.6,15.200000000000003,64.95726495726497
34,M,1.0,Yoga,107.8,107.8,61.45,Não,39.0,13.3,2025-07-03,Ativa,2025,7,,39.0,13.3,-25.7,-65.8974358974359
21,M,1.0,Cardio,100.5,100.5,60.67,Sim,37.0,19.2,2024-09-23,Ativa,2024,9,,37.0,19.2,-17.8,-48.10810810810811
42,M,1.0,Natação,65.1,65.1,231.76,Não,16.3,23.3,2022-12-19,Ativa,2022,12,,16.3,23.3,7.0,42.94478527607362
45,M,0.0,Cardio,,,57.23,Não,39.8,13.5,2021-03-12,Sedentária,2021,3,,39.8,13.5,-26.299999999999997,-66.08040201005025
37,M,,Musculação,93.4,,276.9,Não,33.6,26.1,2020-10-08,Sedentária,2020,10,,33.6,26.1,-7.5,-22.32142857142857
37,M,4.0,Futebol,22.1,88.4,257.04,Sim,17.2,33.3,2022-01-11,Ativa,2022,1,,17.2,33.3,16.099999999999998,93.60465116279069
50,M,,Yoga,72.8,,241.19,Não,37.9,32.9,2025-02-08,Sedentária,2025,2,,37.9,32.9,-5.0,-13.192612137203167
21,M,6.0,Natação,63.8,382.8,101.13,Não,21.2,21.1,2021-09-24,Ativa,2021,9,,21.2,21.1,-0.09999999999999787,-0.4716981132075371
55,M,6.0,Futebol,119.1,714.6,285.98,Sim,30.0,30.9,2021-12-01,Ativa,2021,12,,30.0,30.9,0.8999999999999986,2.9999999999999956
51,M,3.0,Natação,30.4,91.2,120.98,Não,10.2,10.8,2023-05-26,Ativa,2023,5,,10.2,10.8,0.6000000000000014,5.882352941176485
50,M,5.0,Natação,105.3,526.5,75.43,Não,32.8,25.3,2022-03-12,Ativa,2022,3,,32.8,25.3,-7.4999999999999964,-22.865853658536576
28,M,0.0,Cardio,63.9,0.0,156.88,Sim,33.5,37.1,2020-10-31,Sedentária,2020,10,,33.5,37.1,3.6000000000000014,10.746268656716422
36,M,2.0,Futebol,106.0,212.0,71.42,Sim,38.0,22.4,2022-05-12,Ativa,2022,5,,38.0,22.4,-15.600000000000001,-41.05263157894738
35,F,7.0,Musculação,34.3,240.1,182.55,Sim,39.7,14.3,2021-10-24,Ativa,2021,10,,39.7,14.3,-25.400000000000002,-63.97984886649874
58,M,2.0,Futebol,23.5,47.0,265.13,Sim,39.0,12.6,2020-11-05,Ativa,2020,11,,39.0,12.6,-26.4,-67.69230769230768
25,F,2.0,Musculação,30.3,60.6,298.5,Não,18.0,12.9,2025-06-07,Ativa,2025,6,,18.0,12.9,-5.1,-28.333333333333332
64,M,5.0,Yoga,50.8,254.0,165.64,Sim,32.5,29.0,2023-04-04,Ativa,2023,4,,32.5,29.0,-3.5,-10.76923076923077
23,F,2.0,Yoga,,,244.27,Não,10.4,25.8,2025-06-14,Ativa,2025,6,,10.4,25.8,15.4,148.0769230769231
51,M,6.0,Natação,80.9,485.4,217.49,Sim,36.9,11.2,2023-05-05,Ativa,2023,5,,36.9,11.2,-25.7,-69.64769647696477
33,F,1.0,Musculação,118.2,118.2,257.47,Sim,37.9,12.5,2021-01-06,Ativa,2021,1,,37.9,12.5,-25.4,-67.01846965699208
25,F,6.0,Yoga,77.2,463.2,180.16,Sim,36.1,35.7,2021-12-16,Ativa,2021,12,,36.1,35.7,-0.3999999999999986,-1.108033240997226
30,F,4.0,Musculação,40.5,162.0,188.53,Não,26.7,26.4,2020-01-14,Ativa,2020,1,,26.7,26.4,-0.3000000000000007,-1.1235955056179803
19,M,1.0,Musculação,43.5,43.5,170.74,Não,22.5,37.9,2023-11-07,Ativa,2023,11,,22.5,37.9,15.399999999999999,68.44444444444444
47,M,6.0,Musculação,,,236.98,Sim,18.8,20.3,2022-12-16,Ativa,2022,12,,18.8,20.3,1.5,7.978723404255319
45,M,0.0,Crossfit,63.4,0.0,94.61,Não,18.9,20.3,2023-09-28,Sedentária,2023,9,,18.9,20.3,1.4000000000000021,7.40740740740742
30,F,7.0,Cardio,43.1,301.7,255.28,Não,19.5,30.3,2021-02-13,Ativa,2021,2,,19.5,30.3,10.8,55.38461538461539
44,M,7.0,Futebol,20.9,146.3,141.86,Sim,24.5,37.5,2025-04-10,Ativa,2025,4,,24.5,37.5,13.0,53.06122448979592
46,F,,Musculação,89.4,,180.94,Não,35.7,14.9,2024-02-28,Sedentária,2024,2,,35.7,14.9,-20.800000000000004,-58.26330532212886
38,M,7.0,Musculação,26.3,184.1,216.95,Não,25.6,26.7,2022-08-01,Ativa,2022,8,,25.6,26.7,1.0999999999999979,4.296874999999992
52,M,1.0,Musculação,25.8,25.8,243.81,Sim,17.1,26.2,2021-01-15,Ativa,2021,1,,17.1,26.2,9.099999999999998,53.216374269005826
38,M,2.0,Yoga,83.4,166.8,246.21,Não,12.9,34.4,2023-10-22,Ativa,2023,10,,12.9,34.4,21.5,166.66666666666666
55,M,5.0,Cardio,78.9,394.5,186.73,Não,24.2,30.8,2023-05-04,Ativa,2023,5,,24.2,30.8,6.600000000000001,27.27272727272728
23,M,4.0,Crossfit,117.5,470.0,256.28,Não,32.8,15.9,2022-02-21,Ativa,2022,2,,32.8,15.9,-16.9,-51.52439024390244
44,F,2.0,Yoga,88.5,177.0,291.21,Sim,27.8,37.1,2022-07-10,Ativa,2022,7,,27.8,37.1,9.3,33.45323741007194
52,M,7.0,Crossfit,107.4,751.8,107.13,Não,35.1,11.1,2024-01-05,Ativa,2024,1,,35.1,11.1,-24.0,-68.37606837606837
24,M,5.0,Natação,97.3,486.5,282.92,Sim,15.9,18.9,2022-11-15,Ativa,2022,11,,15.9,18.9,2.9999999999999982,18.867924528301874
51,M,7.0,Cardio,39.0,273.0,86.23,Sim,23.0,36.6,2022-08-08,Ativa,2022,8,,23.0,36.6,13.600000000000001,59.130434782608695
23,M,5.0,Futebol,95.8,479.0,52.06,Não,35.9,29.5,2022-08-26,Ativa,2022,8,,35.9,29.5,-6.399999999999999,-17.827298050139273
21,M,0.0,Crossfit,107.8,0.0,227.68,Sim,15.2,16.2,2023-10-04,Sedentária,2023,10,,15.2,16.2,1.0,6.578947368421052
37,F,0.0,Cardio,48.1,0.0,57.76,Não,14.2,16.0,2020-07-15,Sedentária,2020,7,,14.2,16.0,1.8000000000000007,12.676056338028175
62,F,4.0,Cardio,59.2,236.8,208.58,Sim,34.0,19.0,2021-10-07,Ativa,2021,10,,34.0,19.0,-15.0,-44.11764705882353
62,F,4.0,Yoga,41.6,166.4,211.62,Não,33.7,32.4,2021-07-23,Ativa,2021,7,,33.7,32.4,-1.3000000000000043,-3.8575667655786474
54,M,5.0,Musculação,102.3,511.5,289.24,Não,35.0,28.4,2021-06-15,Ativa,2021,6,,35.0,28.4,-6.600000000000001,-18.85714285714286
47,M,3.0,Futebol,41.8,125.4,207.34,Não,29.4,10.5,2021-05-06,Ativa,2021,5,,29.4,10.5,-18.9,-64.28571428571428
50,M,0.0,Yoga,114.0,0.0,261.31,Sim,27.3,22.8,2022-07-13,Sedentária,2022,7,,27.3,22.8,-4.5,-16.483516483516482
27,F,0.0,Crossfit,70.3,0.0,287.21,Sim,32.7,19.8,2025-02-13,Sedentária,2025,2,,32.7,19.8,-12.900000000000002,-39.44954128440367
42,M,6.0,Cardio,112.0,672.0,235.02,Não,10.3,32.6,2023-12-22,Ativa,2023,12,,10.3,32.6,22.3,216.50485436893203
55,M,2.0,Yoga,79.5,159.0,154.35,Não,13.8,20.7,2022-11-18,Ativa,2022,11,,13.8,20.7,6.899999999999999,49.999999999999986
22,M,7.0,Futebol,36.4,254.8,138.39,Não,25.4,29.6,2020-09-29,Ativa,2020,9,,25.4,29.6,4.200000000000003,16.535433070866155
54,F,4.0,Yoga,22.6,90.4,100.77,Sim,30.5,28.9,2021-12-20,Ativa,2021,12,,30.5,28.9,-1.6000000000000014,-5.245901639344267
30,F,,Musculação,51.1,,93.72,Não,10.2,21.1,2023-06-06,Sedentária,2023,6,,10.2,21.1,10.900000000000002,106.86274509803924
33,M,0.0,Yoga,,,161.36,Sim,30.4,16.6,2024-04-29,Sedentária,2024,4,,30.4,16.6,-13.799999999999997,-45.39473684210525
64,M,3.0,Yoga,105.7,317.1,299.15,Não,32.7,29.0,2020-04-16,Ativa,2020,4,,32.7,29.0,-3.700000000000003,-11.31498470948013
18,M,2.0,Yoga,70.9,141.8,126.44,Não,22.0,14.8,2021-05-30,Ativa,2021,5,,22.0,14.8,-7.199999999999999,-32.72727272727272
31,F,7.0,Yoga,31.9,223.3,249.11,Não,21.1,28.5,2021-04-29,Ativa,2021,4,,21.1,28.5,7.399999999999999,35.071090047393355
53,M,0.0,Futebol,95.2,0.0,95.18,Sim,19.8,33.5,2025-01-15,Sedentária,2025,1,,19.8,33.5,13.7,69.19191919191918
47,M,5.0,Musculação,48.8,244.0,154.48,Sim,21.4,24.8,2022-08-29,Ativa,2022,8,,21.4,24.8,3.400000000000002,15.887850467289729
50,M,,Cardio,116.5,,155.08,Sim,12.1,24.8,2021-01-01,Sedentária,2021,1,,12.1,24.8,12.700000000000001,104.95867768595042
44,M,0.0,Yoga,116.2,0.0,214.06,Não,15.9,25.7,2022-06-02,Sedentária,2022,6,,15.9,25.7,9.799999999999999,61.63522012578616
57,F,5.0,Futebol,75.6,378.0,186.43,Não,33.2,26.9,2020-11-05,Ativa,2020,11,,33.2,26.9,-6.300000000000004,-18.97590361445784
32,M,5.0,Cardio,65.5,327.5,130.27,Sim,38.9,32.2,2021-07-08,Ativa,2021,7,,38.9,32.2,-6.699999999999996,-17.223650385604103
64,M,3.0,Crossfit,74.8,224.4,236.6,Sim,13.5,21.0,2024-06-24,Ativa,2024,6,,13.5,21.0,7.5,55.55555555555556
46,M,2.0,Natação,119.8,239.6,139.93,Não,33.1,11.0,2025-03-29,Ativa,2025,3,,33.1,11.0,-22.1,-66.76737160120845
49,M,7.0,Cardio,46.3,324.1,93.79,Sim,19.2,34.2,2025-04-09,Ativa,2025,4,,19.2,34.2,15.000000000000004,78.12500000000003
36,M,3.0,Crossfit,102.9,308.7,166.81,Sim,22.8,25.1,2022-10-23,Ativa,2022,10,,22.8,25.1,2.3000000000000007,10.087719298245617
51,M,,Futebol,32.6,,240.89,Não,27.3,36.5,2020-12-30,Sedentária,2020,12,,27.3,36.5,9.2,33.699633699633694
22,F,0.0,Musculação,37.6,0.0,188.4,Sim,23.3,12.3,2023-07-06,Sedentária,2023,7,,23.3,12.3,-11.0,-47.21030042918455
41,M,4.0,Futebol,45.3,181.2,282.12,Sim,31.1,29.7,2023-03-17,Ativa,2023,3,,31.1,29.7,-1.4000000000000021,-4.501607717041807
22,F,1.0,Fut,64.7,64.7,250.65,Não,32.2,39.7,2025-02-01,Ativa,2025,2,,32.2,39.7,7.5,23.291925465838506
40,M,3.0,Cardio,100.1,300.3,193.95,Não,13.6,38.7,2020-10-13,Ativa,2020,10,,13.6,38.7,25.1,184.55882352941177
30,M,0.0,Crossfit,51.8,0.0,131.04,Não,31.7,34.7,2024-09-09,Sedentária,2024,9,,31.7,34.7,3.0000000000000036,9.463722397476353
37,M,6.0,Futebol,99.6,597.6,139.99,Não,25.3,12.2,2025-08-23,Ativa,2025,8,,25.3,12.2,-13.100000000000001,-51.77865612648221
54,F,6.0,Cardio,90.9,545.4,270.09,Não,35.5,32.6,2025-08-08,Ativa,2025,8,,35.5,32.6,-2.8999999999999986,-8.169014084507038
18,M,2.0,Yoga,99.8,199.6,89.54,Não,17.4,19.9,2021-07-02,Ativa,2021,7,,17.4,19.9,2.5,14.367816091954024
42,M,6.0,Cardio,,,186.22,Não,21.9,19.5,2022-04-17,Ativa,2022,4,,21.9,19.5,-2.3999999999999986,-10.958904109589035
57,M,3.0,Cardio,117.9,353.7,92.36,Sim,36.5,11.3,2023-11-06,Ativa,2023,11,,36.5,11.3,-25.2,-69.04109589041096
24,M,,Crossfit,73.9,,109.61,Sim,37.3,24.1,2020-10-17,Sedentária,2020,10,,37.3,24.1,-13.199999999999996,-35.38873994638069
42,M,3.0,Musculação,79.1,237.3,81.12,Não,12.6,19.2,2020-12-20,Ativa,2020,12,,12.6,19.2,6.6,52.38095238095239
38,M,0.0,Cardio,104.0,0.0,153.38,Não,10.4,22.9,2025-01-21,Sedentária,2025,1,,10.4,22.9,12.499999999999998,120.19230769230766
51,M,0.0,Yoga,84.1,0.0,147.86,Não,34.2,27.7,2020-08-03,Sedentária,2020,8,,34.2,27.7,-6.5000000000000036,-19.005847953216385
62,M,5.0,Crossfit,78.8,394.0,111.2,Sim,23.8,12.3,2020-06-21,Ativa,2020,6,,23.8,12.3,-11.5,-48.319327731092436
23,F,2.0,Crossfit,69.9,139.8,274.24,Não,30.4,29.2,2021-08-27,Ativa,2021,8,,30.4,29.2,-1.1999999999999993,-3.947368421052629
38,F,1.0,Cardio,27.5,27.5,226.7,Sim,24.5,11.3,2020-01-28,Ativa,2020,1,,24.5,11.3,-13.2,-53.87755102040816
22,F,5.0,Musculação,32.6,163.0,55.47,Não,35.5,34.9,2020-04-05,Ativa,2020,4,,35.5,34.9,-0.6000000000000014,-1.6901408450704265
57,M,1.0,Futebol,49.2,49.2,186.83,Sim,15.7,26.8,2020-11-04,Ativa,2020,11,,15.7,26.8,11.100000000000001,70.70063694267517
48,M,5.0,Musculação,57.4,287.0,200.31,Não,32.0,12.4,2024-09-22,Ativa,2024,9,,32.0,12.4,-19.6,-61.25000000000001
24,M,5.0,Crossfit,64.8,324.0,182.39,Sim,19.1,16.1,2022-01-24,Ativa,2022,1,,19.1,16.1,-3.0,-15.706806282722512
46,M,1.0,Yoga,76.2,76.2,170.44,Sim,38.6,11.9,2022-10-15,Ativa,2022,10,,38.6,11.9,-26.700000000000003,-69.17098445595855
38,F,4.0,Futebol,54.9,219.6,245.03,Sim,15.5,18.3,2023-04-16,Ativa,2023,4,,15.5,18.3,2.8000000000000007,18.064516129032263
55,M,4.0,Yoga,31.7,126.8,125.74,Sim,29.1,36.0,2021-10-28,Ativa,2021,10,,29.1,36.0,6.899999999999999,23.71134020618556
19,F,2.0,Cardio,98.9,197.8,249.12,Sim,15.3,21.6,2020-03-16,Ativa,2020,3,,15.3,21.6,6.300000000000001,41.1764705882353
46,M,5.0,Musculação,85.4,427.0,248.18,Não,11.4,12.5,2022-09-02,Ativa,2022,9,,11.4,12.5,1.0999999999999996,9.649122807017541
59,F,1.0,Cardio,114.4,114.4,242.16,Sim,33.7,18.4,2025-07-13,Ativa,2025,7,,33.7,18.4,-15.300000000000004,-45.4005934718101
23,F,4.0,Natação,,,209.11,Não,25.2,31.7,2021-07-16,Ativa,2021,7,,25.2,31.7,6.5,25.793650793650798
55,M,5.0,Musculação,,,78.44,Sim,26.1,20.1,2023-08-11,Ativa,2023,8,,26.1,20.1,-6.0,-22.988505747126435
43,M,0.0,Yoga,87.2,0.0,210.79,Sim,28.1,35.8,2022-07-18,Sedentária,2022,7,,28.1,35.8,7.699999999999996,27.40213523131671
18,M,1.0,Crossfit,34.2,34.2,286.81,Sim,21.8,31.7,2020-10-02,Ativa,2020,10,,21.8,31.7,9.899999999999999,45.412844036697244
19,M,2.0,Crossfit,74.9,149.8,80.3,Sim,27.8,37.3,2020-07-24,Ativa,2020,7,,27.8,37.3,9.499999999999996,34.17266187050358
40,M,5.0,Cardio,83.5,417.5,206.05,Não,38.3,16.5,2020-06-12,Ativa,2020,6,,38.3,16.5,-21.799999999999997,-56.919060052219315
34,F,2.0,Crossfit,92.5,185.0,278.7,Não,37.8,16.6,2025-07-06,Ativa,2025,7,,37.8,16.6,-21.199999999999996,-56.08465608465608
22,F,2.0,Natação,109.6,219.2,85.12,Sim,38.0,23.5,2025-05-15,Ativa,2025,5,,38.0,23.5,-14.5,-38.15789473684211
48,M,5.0,Yoga,111.8,559.0,219.26,Não,18.0,22.4,2021-11-14,Ativa,2021,11,,18.0,22.4,4.399999999999999,24.444444444444436
52,M,5.0,Natação,65.5,327.5,88.36,Não,12.1,35.8,2025-05-21,Ativa,2025,5,,12.1,35.8,23.699999999999996,195.8677685950413
20,M,1.0,Cardio,61.1,61.1,193.99,Sim,14.5,13.5,2023-06-05,Ativa,2023,6,,14.5,13.5,-1.0,-6.896551724137931
57,F,,Natação,53.6,,233.01,Sim,26.4,30.9,2025-02-10,Sedentária,2025,2,,26.4,30.9,4.5,17.045454545454547
59,M,4.0,Cardio,78.1,312.4,112.84,Sim,27.5,39.0,2024-03-29,Ativa,2024,3,,27.5,39.0,11.5,41.81818181818181
60,M,6.0,Natação,107.6,645.6,280.65,Sim,10.3,37.1,2023-01-03,Ativa,2023,1,,10.3,37.1,26.8,260.19417475728153
61,F,4.0,Cardio,77.5,310.0,94.6,Sim,38.1,27.3,2024-04-29,Ativa,2024,4,,38.1,27.3,-10.8,-28.346456692913385
45,M,4.0,Natacao,58.6,234.4,153.49,Sim,28.3,23.3,2022-07-26,Ativa,2022,7,,28.3,23.3,-5.0,-17.6678445229682
54,M,2.0,Futebol,29.2,58.4,268.56,Sim,11.6,29.1,2022-02-23,Ativa,2022,2,,11.6,29.1,17.5,150.86206896551724
40,M,7.0,Cardio,72.7,508.9,95.03,Não,34.3,22.9,2023-07-11,Ativa,2023,7,,34.3,22.9,-11.399999999999999,-33.23615160349854
35,M,4.0,Cardio,58.6,234.4,266.8,Não,19.6,17.1,2020-10-26,Ativa,2020,10,,19.6,17.1,-2.5,-12.755102040816327
23,F,4.0,Yoga,99.1,396.4,119.22,Sim,11.8,26.9,2022-08-27,Ativa,2022,8,,11.8,26.9,15.099999999999998,127.96610169491522
27,M,5.0,Futebol,84.3,421.5,206.49,Sim,29.9,38.4,2020-08-14,Ativa,2020,8,,29.9,38.4,8.5,28.428093645484953
62,M,0.0,Futebol,39.4,0.0,189.92,Sim,35.8,35.1,2023-03-12,Sedentária,2023,3,,35.8,35.1,-0.6999999999999957,-1.9553072625698207
43,M,5.0,Crossfit,81.4,407.0,94.98,Sim,27.0,20.3,2020-03-04,Ativa,2020,3,,27.0,20.3,-6.699999999999999,-24.814814814814813
33,M,1.0,Crossfit,49.5,49.5,241.73,Não,17.7,13.8,2020-03-20,Ativa,2020,3,,17.7,13.8,-3.8999999999999986,-22.03389830508474
58,M,2.0,Futebol,66.1,132.2,114.23,Não,25.4,38.2,2022-04-24,Ativa,2022,4,,25.4,38.2,12.800000000000004,50.3937007874016
28,M,6.0,Cardio,78.9,473.4,94.27,Sim,26.9,16.8,2025-07-05,Ativa,2025,7,,26.9,16.8,-10.099999999999998,-37.54646840148698
59,M,3.0,Natação,27.6,82.8,230.26,Não,14.2,11.6,2022-10-30,Ativa,2022,10,,14.2,11.6,-2.5999999999999996,-18.309859154929576
64,F,7.0,Cardio,41.5,290.5,190.1,Sim,20.3,33.0,2022-12-01,Ativa,2022,12,,20.3,33.0,12.7,62.561576354679794
29,M,0.0,Musculação,45.2,0.0,210.98,Não,19.1,39.5,2021-05-04,Sedentária,2021,5,,19.1,39.5,20.4,106.80628272251307
38,F,2.0,Natação,112.4,224.8,76.19,Não,33.9,12.2,2021-10-23,Ativa,2021,10,,33.9,12.2,-21.7,-64.0117994100295
46,M,,Cardio,90.1,,92.65,Não,27.9,23.6,2023-04-17,Sedentária,2023,4,,27.9,23.6,-4.299999999999997,-15.412186379928306
34,M,4.0,Natação,30.2,120.8,135.99,Não,37.3,31.6,2021-04-30,Ativa,2021,4,,37.3,31.6,-5.699999999999996,-15.281501340482565
36,M,0.0,Yoga,68.2,0.0,205.06,Não,21.7,24.5,2023-11-17,Sedentária,2023,11,,21.7,24.5,2.8000000000000007,12.903225806451616
55,F,3.0,Natação,27.7,83.1,92.31,Sim,23.8,13.9,2021-08-10,Ativa,2021,8,,23.8,13.9,-9.9,-41.596638655462186
35,M,4.0,Natação,105.2,420.8,237.46,Sim,24.4,35.7,2025-07-28,Ativa,2025,7,,24.4,35.7,11.300000000000004,46.311475409836085
62,M,5.0,Musculação,46.1,230.5,205.0,Sim,36.1,26.8,2023-06-02,Ativa,2023,6,,36.1,26.8,-9.3,-25.761772853185594
42,M,4.0,Musculação,83.1,332.4,261.27,Sim,38.3,30.8,2025-07-14,Ativa,2025,7,,38.3,30.8,-7.4999999999999964,-19.58224543080939
59,M,,Musculação,91.3,,99.3,Não,23.5,33.7,2025-04-10,Sedentária,2025,4,,23.5,33.7,10.200000000000003,43.40425531914895
48,M,0.0,Futebol,37.8,0.0,207.18,Sim,19.3,19.3,2022-08-30,Sedentária,2022,8,,19.3,19.3,0.0,0.0
40,M,2.0,Futebol,79.4,158.8,96.77,Sim,17.6,29.2,2022-08-30,Ativa,2022,8,,17.6,29.2,11.599999999999998,65.90909090909089
34,M,3.0,Fut,105.8,317.4,220.18,Não,24.7,28.2,2025-08-22,Ativa,2025,8,,24.7,28.2,3.5,14.17004048582996
50,F,2.0,Natação,86.4,172.8,181.14,Não,39.6,18.1,2021-10-12,Ativa,2021,10,,39.6,18.1,-21.5,-54.292929292929294
62,M,3.0,Yoga,52.8,158.4,215.53,Não,37.3,16.4,2022-02-05,Ativa,2022,2,,37.3,16.4,-20.9,-56.03217158176944
42,F,1.0,Yoga,36.7,36.7,73.21,Sim,30.6,38.7,2022-03-17,Ativa,2022,3,,30.6,38.7,8.100000000000001,26.470588235294123
